Operateur;X;Y;2G;3G;4G
20810;421330;6419340;0;1;0
20820;421336;6419246;1;1;0
20801;421336;6782662;1;1;1
20801;421348;6316261;1;1;1
20810;421352;6217277;1;1;1
20820;421354;6419199;1;0;1
20810;421359;6730910;1;1;0
20820;421366;6235268;1;1;1
20810;421366;6235346;1;1;1
20820;421368;6316309;1;1;1
20810;421368;6316309;1;1;1
20801;421371;6730918;1;1;1
20820;421372;6703851;1;1;1
20810;421372;6703851;1;1;1
20815;421373;6703851;0;1;1
20801;421375;6412518;1;1;0
20820;421380;6730896;1;1;1
20801;421384;6427241;0;1;1
20815;421390;6782130;0;1;1
20801;421391;6419668;1;1;1
20820;421391;6782130;1;1;1
20810;421392;6419668;1;1;1
20810;421396;6782151;1;1;1
20801;421405;6389165;1;0;0
20820;421450;6426499;1;1;1
20810;421454;6426507;1;1;1
20810;421483;6444147;1;1;0
20815;421537;6317836;0;1;1
20801;421539;6317840;1;1;0
20810;421539;6317844;1;1;1
20820;421540;6317846;1;1;1
20820;421553;6471841;1;1;0
20810;421608;6421720;1;1;1
20801;421622;6205394;1;0;0
20820;421626;6423601;1;1;1
20801;421629;6421719;1;1;1
20820;421631;6421722;1;1;1
20820;421631;6476767;1;1;0
20810;421634;6423616;1;1;1
20815;421639;6476786;0;1;1
20801;421640;6423610;1;1;1
20815;421640;6471641;0;1;1
20801;421653;6732014;0;0;1
20801;421653;6732014;0;1;0
20820;421674;6205400;1;1;1
20810;421674;6205400;1;1;0
20810;421695;6593604;1;1;0
20810;421722;6314478;1;1;1
20801;421727;6425038;1;1;1
20801;421741;6779204;1;1;1
20820;421752;6314468;1;1;1
20815;421753;6314468;0;1;1
20810;421780;6743204;1;1;0
20815;421781;6743204;0;1;1
20801;421789;6743195;1;0;1
20810;421791;6425180;1;1;1
20815;421794;6425180;0;1;1
20801;421798;6734352;1;1;0
20801;421873;6426235;1;1;1
20801;421873;6426235;0;1;0
20801;421921;6375752;1;1;1
20801;421959;6752850;1;1;0
20815;421959;6752858;0;1;1
20820;421988;6252097;1;1;1
20810;421988;6252102;1;1;1
20820;421991;6432919;1;1;0
20815;421991;6432919;0;1;1
20810;421997;6432933;1;1;1
20820;421998;6505802;1;1;1
20810;421998;6505802;1;1;1
20801;422007;6574564;1;1;1
20820;422007;6574576;1;1;1
20810;422007;6574576;1;1;1
20820;422018;6226826;1;1;1
20801;422055;6424415;1;1;1
20801;422075;6335502;0;1;0
20810;422076;6335503;1;1;0
20815;422077;6335503;0;1;0
20801;422077;6539628;1;1;1
20815;422082;6922077;0;1;1
20801;422088;6922090;1;1;0
20810;422089;6384550;1;1;0
20815;422090;6384550;0;1;0
20801;422096;6384560;1;1;0
20820;422097;6384561;1;1;0
20820;422114;6774219;1;1;1
20810;422116;6774217;1;1;1
20820;422170;6743166;1;0;1
20820;422211;6725644;1;1;1
20810;422226;6725623;1;1;1
20801;422238;6754444;1;1;1
20810;422245;6428187;1;1;1
20801;422249;6637300;1;1;0
20801;422283;6236484;1;1;1
20815;422290;6428220;0;1;0
20820;422292;6428219;1;1;1
20815;422328;6252112;0;1;1
20801;422344;6252119;0;1;0
20801;422378;6417400;1;1;0
20801;422378;6431307;0;1;1
20810;422386;6417424;1;1;1
20801;422452;6432757;1;1;0
20810;422454;6226820;1;1;1
20815;422455;6426942;0;1;1
20820;422488;6753900;1;1;1
20810;422488;6753900;1;1;1
20820;422495;6426465;1;1;1
20815;422502;6404972;0;1;1
20820;422515;6425342;1;1;1
20810;422515;6713826;1;0;0
20820;422528;6713812;1;1;0
20810;422532;6404953;1;1;0
20820;422576;6405485;1;1;1
20801;422577;6428208;1;1;1
20820;422588;6528447;1;1;1
20810;422588;6528447;1;1;1
20820;422602;6908916;1;1;1
20815;422602;6908916;0;1;1
20810;422602;6908916;1;1;1
20801;422603;6528447;1;1;1
20801;422603;6908902;1;0;0
20801;422627;6422538;1;1;1
20810;422636;6422538;1;1;1
20810;422638;6229091;1;1;1
20820;422658;6229111;1;1;1
20810;422697;6361260;1;1;0
20801;422699;6361254;0;1;0
20815;422707;6361273;0;1;0
20820;422736;6541456;1;1;1
20810;422745;6541435;1;1;1
20801;422755;6541439;1;1;1
20801;422760;6425058;0;1;1
20820;422770;6520178;1;1;1
20810;422775;6520183;1;1;1
20810;422802;6749541;1;1;1
20820;422802;6749544;1;1;1
20810;422829;6472019;1;1;0
20810;422845;6704104;1;1;0
20801;422850;6249230;1;1;1
20815;422852;6249232;0;1;1
20810;422852;6412640;1;1;1
20801;422866;6704093;1;1;0
20801;422895;6439622;1;1;0
20801;422967;6419576;1;1;1
20820;422968;6419577;1;1;1
20815;422969;6419561;0;1;1
20810;422969;6419561;1;1;1
20820;422999;6422244;1;1;1
20801;423008;6422265;1;1;1
20801;423042;6504739;1;1;1
20815;423043;6504740;0;1;0
20820;423085;6376260;1;1;1
20815;423097;6771716;0;1;1
20801;423101;6771711;1;1;1
20801;423111;6251350;0;1;1
20810;423118;6376341;1;1;1
20810;423133;6894659;1;1;1
20801;423135;6894661;1;1;1
20801;423152;6415562;1;1;1
20801;423154;6426991;1;1;0
20810;423178;6426995;0;1;0
20820;423183;6894666;1;1;1
20820;423193;6648914;1;1;1
20801;423238;6404685;1;1;1
20810;423244;6648902;1;1;1
20801;423293;6591758;1;1;1
20810;423297;6591764;1;1;0
20820;423300;6591756;1;1;1
20801;423301;6754255;1;1;0
20820;423322;6663215;1;1;0
20810;423322;6663215;1;1;0
20815;423322;6663216;0;1;0
20801;423322;6663216;1;1;0
20820;423344;6238395;1;1;1
20815;423344;6238396;0;1;0
20810;423359;6238341;1;1;1
20801;423385;6231529;1;0;0
20820;423415;6254431;1;1;1
20815;423418;6254432;0;1;1
20801;423425;6254431;1;1;1
20810;423426;6254427;1;1;1
20801;423468;6261281;1;1;0
20801;423504;6787096;1;1;1
20815;423518;6787099;0;1;1
20801;423567;6718583;1;1;0
20810;423568;6718599;1;1;1
20815;423568;6723526;0;1;1
20820;423577;6718587;1;1;1
20815;423589;6718583;0;1;1
20820;423611;6430605;1;1;1
20815;423616;6430606;0;1;0
20801;423616;6430607;1;1;1
20810;423616;6430607;1;1;1
20801;423659;6423216;1;1;1
20815;423662;6423210;0;1;1
20810;423663;6423208;1;1;1
20820;423668;6423206;1;1;1
20810;423684;6250596;0;1;0
20815;423684;6250600;0;1;0
20801;423686;6272188;1;1;0
20810;423687;6272189;1;1;0
20815;423720;6715288;0;1;0
20801;423720;6715289;1;1;1
20815;423730;6272194;0;1;0
20801;423748;6302173;1;1;0
20820;423748;6829400;1;1;0
20815;423748;6829400;0;1;0
20810;423748;6829400;1;1;0
20810;423749;6302154;1;1;1
20801;423749;6829401;1;1;0
20815;423753;6290077;0;1;0
20820;423775;6302159;1;1;1
20815;423793;6259515;0;1;1
20801;423797;6329972;1;1;0
20820;423798;6329973;1;1;0
20810;423798;6329973;1;1;0
20820;423843;6259436;1;1;1
20810;423846;6259447;1;1;1
20801;423849;6677407;1;1;0
20810;423858;6677415;1;1;1
20815;423859;6677416;0;1;1
20820;423862;6677404;1;1;1
20801;423915;6784756;0;1;1
20820;424000;6413421;1;1;1
20801;424057;6605670;1;1;1
20820;424067;6605641;1;1;1
20820;424070;6754307;1;1;1
20810;424072;6605645;1;1;1
20810;424080;6754297;1;1;1
20801;424084;6754306;1;1;1
20801;424085;6445141;1;1;0
20810;424091;6445145;1;1;1
20801;424190;6857822;1;1;1
20810;424265;6424747;1;1;1
20801;424273;6424768;1;1;1
20810;424277;6249568;1;1;1
20810;424286;6428231;1;1;1
20820;424290;6249555;1;1;1
20801;424304;6249572;0;1;0
20815;424321;6329966;0;1;0
20820;424322;6834806;1;1;0
20820;424427;6414936;1;1;1
20820;424427;6503701;1;1;1
20801;424430;6503698;0;1;0
20810;424431;6503702;1;1;1
20810;424437;6236479;1;1;1
20820;424439;6236477;1;1;1
20801;424469;6432878;1;1;1
20810;424471;6432883;1;1;1
20815;424475;6414908;0;1;1
20801;424485;6414916;1;1;1
20810;424486;6414916;1;1;1
20820;424493;6765641;1;1;1
20810;424493;6765641;1;1;1
20820;424515;6786769;1;1;1
20810;424515;6786769;1;1;1
20801;424534;6250580;1;1;1
20820;424594;6426385;1;1;1
20815;424595;6426385;0;1;1
20801;424612;6466091;1;1;1
20815;424615;6463571;0;1;1
20801;424620;6426323;1;1;0
20810;424637;6426376;1;1;1
20810;424654;6231257;1;1;1
20820;424674;6463361;1;1;1
20810;424676;6463363;1;1;0
20801;424685;6242536;1;1;1
20801;424695;6276559;1;1;1
20801;424714;6723690;1;1;1
20810;424716;6243902;1;1;1
20820;424720;6243864;1;1;1
20815;424721;6243866;0;1;1
20820;424724;6699222;1;1;1
20815;424724;6699222;0;1;1
20801;424727;6699213;1;1;1
20810;424730;6699209;1;1;1
20820;424778;6780598;1;1;1
20815;424778;6780599;0;1;1
20801;424791;6780604;1;1;1
20810;424796;6780603;1;1;1
20820;424817;6881718;1;1;1
20810;424817;6881718;1;1;1
20815;424828;6430213;0;1;1
20810;424851;6402917;1;1;0
20801;424852;6284588;1;1;1
20810;424952;6250925;1;1;1
20820;424955;6250930;1;1;1
20810;424991;6416899;1;1;0
20801;424992;6416915;1;1;1
20801;425012;6758748;1;1;0
20801;425038;6615770;1;1;0
20820;425039;6615770;1;1;0
20815;425039;6615770;0;1;0
20810;425039;6615770;1;1;0
20801;425081;6401045;1;1;1
20820;425109;6246003;1;1;1
20810;425111;6657230;1;1;1
20801;425129;6429934;1;1;1
20810;425145;6245797;1;1;1
20801;425148;6245775;1;1;1
20820;425152;6657227;1;1;1
20820;425155;6429981;1;1;1
20820;425189;6708011;1;0;0
20815;425220;6252065;0;1;1
20801;425252;6783149;0;0;1
20820;425293;6646905;1;1;1
20815;425293;6646905;0;1;1
20810;425293;6646905;1;1;1
20820;425302;6251805;1;1;1
20810;425314;6251799;1;1;1
20801;425342;6251801;0;1;1
20820;425348;6858103;1;1;1
20801;425431;6407437;1;1;1
20801;425436;6554631;1;1;0
20820;425448;6419495;1;1;1
20815;425451;6760822;0;1;1
20820;425453;6760791;1;1;0
20801;425463;6249619;0;0;0
20810;425472;6249346;1;1;1
20801;425523;6249208;1;1;1
20820;425527;6249211;1;1;1
20815;425528;6249212;0;1;1
20810;425541;6712106;1;1;1
20801;425543;6712110;1;1;1
20801;425558;6520350;1;1;0
20810;425586;6250186;1;1;1
20820;425589;6261875;1;1;1
20810;425591;6250841;1;1;1
20810;425591;6261877;1;1;1
20815;425603;6261873;0;1;0
20820;425604;6250194;1;1;1
20820;425604;6250833;1;1;1
20801;425612;6431515;1;1;0
20801;425660;6258989;0;1;1
20801;425661;6246227;1;1;0
20820;425679;6524203;1;1;1
20810;425682;6524201;1;1;1
20801;425690;6431359;1;1;1
20815;425694;6518921;0;1;1
20801;425716;6250916;1;1;1
20801;425716;6448759;1;1;1
20815;425717;6448760;0;1;1
20810;425717;6448762;1;1;0
20820;425740;6259107;1;0;0
20820;425758;6790040;1;1;0
20810;425761;6252750;1;1;1
20820;425762;6252746;1;1;1
20815;425763;6690127;0;1;1
20820;425776;6690123;1;1;0
20801;425803;6690079;1;1;0
20801;425835;6255442;1;1;0
20801;425884;6253427;1;1;1
20801;425885;6252378;1;1;1
20810;425898;6690056;1;1;0
20820;425899;6702471;1;1;1
20810;425899;6702471;1;1;1
20801;425931;6251823;1;1;1
20801;425934;6413604;1;1;0
20820;425967;6884307;1;1;1
20810;425985;6884315;1;1;1
20801;425985;6884316;1;0;0
20815;425987;6423633;0;1;0
20801;425997;6423630;1;1;1
20820;426002;6423635;1;1;1
20801;426013;6321549;1;0;0
20820;426025;6711749;1;0;0
20810;426051;6258253;0;1;1
20810;426078;6459024;1;1;1
20810;426086;6424871;1;1;1
20810;426153;6454709;1;1;0
20810;426155;6251009;1;1;1
20801;426156;6311605;0;1;0
20820;426161;6251006;1;1;1
20801;426182;6922275;0;0;0
20820;426185;6584485;1;1;1
20801;426186;6584478;1;1;1
20820;426193;6922223;1;0;0
20810;426213;6584467;1;1;1
20801;426230;6249756;1;1;1
20810;426231;6249771;1;1;1
20820;426234;6249773;1;1;1
20810;426242;6322243;1;1;1
20820;426267;6254241;1;1;1
20810;426277;6707259;1;1;1
20810;426280;6254237;1;1;1
20810;426296;6620230;1;1;1
20801;426310;6543099;1;1;0
20820;426315;6620230;1;1;1
20810;426330;6249443;1;1;0
20801;426349;6458461;1;1;1
20820;426375;6322143;1;1;1
20801;426378;6764993;1;1;0
20815;426387;6522131;0;1;1
20801;426392;6599156;1;1;0
20801;426398;6250960;1;1;1
20820;426408;6522141;1;1;1
20810;426408;6522141;1;1;1
20801;426481;6646662;1;1;1
20801;426492;6315851;1;1;0
20801;426493;6250335;1;1;1
20820;426493;6315852;1;1;0
20815;426493;6315853;0;1;0
20810;426498;6250312;1;1;1
20801;426528;6434859;1;1;0
20810;426534;6315855;1;1;0
20820;426539;6250336;1;1;1
20810;426548;6252258;1;1;1
20820;426555;6570968;1;1;1
20810;426555;6570968;1;1;1
20820;426575;6252269;1;1;1
20820;426581;6453297;1;1;0
20815;426627;6453261;0;1;1
20801;426639;6249590;0;0;0
20820;426647;6555177;1;1;1
20820;426682;6850952;1;1;0
20801;426683;6850954;1;1;0
20815;426688;6850955;0;1;1
20810;426688;6850955;1;1;0
20810;426690;6555180;1;1;1
20801;426716;6250133;1;1;1
20820;426742;6213824;1;1;1
20810;426742;6213824;1;1;0
20815;426748;6551667;0;1;1
20801;426750;6551643;1;1;1
20820;426751;6551653;1;1;1
20810;426752;6551654;1;1;1
20810;426814;6250942;1;1;1
20810;426816;6535359;1;1;1
20815;426817;6535359;0;1;1
20820;426826;6250962;1;1;1
20815;426835;6546383;0;1;1
20801;426838;6562348;1;1;1
20801;426848;6620625;1;1;1
20810;426889;6560815;1;1;1
20801;426897;6535380;1;1;1
20820;426898;6405575;1;1;1
20820;426898;6630507;1;1;1
20810;426898;6630509;1;1;1
20820;426899;6535383;1;1;1
20801;426910;6630528;1;1;1
20820;426915;6560835;1;1;1
20815;426926;6405566;0;1;1
20801;426927;6405566;1;1;0
20801;426956;6715619;1;1;0
20801;426991;6707208;1;1;0
20801;427007;6251499;1;1;1
20801;427023;6248073;1;1;0
20820;427075;6721066;1;1;1
20815;427075;6721067;0;1;1
20820;427080;6529032;1;1;1
20810;427089;6721060;1;1;1
20801;427095;6250292;0;1;1
20815;427109;6310945;0;1;1
20810;427114;6529029;1;1;1
20801;427124;6785935;1;1;0
20801;427137;6427985;1;1;0
20801;427163;6424596;1;1;0
20801;427173;6713492;1;1;1
20801;427178;6248797;0;1;1
20820;427192;6713506;1;1;1
20820;427201;6922575;1;1;0
20820;427201;6922575;1;1;1
20801;427208;6430922;1;1;1
20801;427219;6254187;1;1;1
20801;427221;6252696;1;1;1
20820;427237;6430968;1;1;1
20815;427237;6430968;0;1;1
20801;427250;6888746;1;1;0
20820;427252;6685556;1;1;0
20815;427253;6685556;0;1;1
20820;427298;6250620;1;1;1
20815;427302;6252694;0;1;1
20810;427303;6250607;1;1;1
20801;427307;6294002;1;1;1
20820;427311;6249511;1;1;1
20810;427312;6249497;1;1;1
20810;427316;6921917;1;1;0
20801;427326;6921922;1;1;1
20801;427407;6686432;1;1;0
20820;427407;6710386;1;1;0
20810;427415;6686419;1;1;0
20820;427434;6251148;1;1;1
20810;427434;6251148;1;1;1
20801;427438;6249278;1;1;1
20801;427441;6544518;1;1;1
20815;427453;6249348;0;1;1
20815;427501;6714202;0;1;1
20810;427601;6446493;1;1;0
20810;427635;6712572;1;1;1
20820;427638;6323965;1;1;0
20820;427661;6811919;1;1;1
20810;427661;6811919;1;1;1
20801;427711;6250969;1;1;1
20810;427714;6578128;1;1;0
20801;427717;6578132;1;1;1
20810;427731;6399724;1;1;0
20820;427731;6544273;1;1;1
20810;427731;6544274;1;1;1
20815;427732;6544274;0;1;1
20820;427745;6310663;1;1;1
20810;427745;6310663;1;1;1
20801;427769;6714592;1;1;0
20820;427780;6656302;1;1;1
20810;427780;6656302;1;1;1
20801;427781;6656298;1;1;1
20815;427781;6656302;0;1;1
20820;427784;6580040;1;1;1
20810;427784;6580040;1;1;1
20810;427788;6430298;1;1;1
20820;427796;6247729;1;1;1
20810;427796;6247729;1;1;1
20820;427798;6545393;1;1;1
20815;427804;6580028;0;1;1
20810;427805;6545396;1;1;1
20810;427808;6714800;0;1;0
20815;427828;6795654;0;1;0
20801;427829;6795655;1;1;1
20801;427831;6709710;1;1;0
20810;427848;6709704;1;1;0
20820;427848;6795728;1;1;1
20810;427848;6795728;1;1;1
20801;427859;6845517;1;1;0
20801;427870;6744774;1;1;1
20820;427876;6653430;1;0;0
20810;427898;6404469;1;1;0
20815;427929;6719200;0;1;0
20801;427929;6719202;1;1;1
20820;427948;6420078;1;1;1
20801;427951;6420075;1;1;0
20801;428001;6212397;1;1;1
20820;428023;6252252;1;1;1
20801;428026;6772776;1;1;0
20820;428027;6497326;1;1;0
20801;428027;6497326;1;1;0
20810;428037;6497310;1;1;0
20815;428038;6497310;0;1;0
20820;428041;6772783;1;1;1
20810;428041;6772783;1;1;1
20801;428062;6250264;1;1;0
20820;428067;6439178;1;1;1
20810;428073;6252261;1;1;1
20810;428080;6439170;1;1;1
20820;428094;6720217;1;1;1
20810;428095;6424688;1;1;1
20810;428097;6720218;1;1;1
20815;428098;6439157;0;1;1
20801;428103;6424686;1;1;1
20810;428121;6413999;1;1;1
20815;428122;6413998;0;1;0
20810;428124;6389545;1;1;0
20810;428147;6782204;1;1;1
20820;428163;6782232;1;1;1
20815;428163;6782233;0;1;0
20801;428241;6439051;1;1;1
20820;428251;6399439;1;1;1
20810;428252;6253256;1;1;1
20820;428254;6253254;1;1;1
20815;428266;6637419;0;1;1
20820;428266;6637420;1;1;0
20801;428271;6781440;0;1;1
20815;428274;6399425;0;1;1
20820;428287;6239474;1;1;1
20810;428290;6239492;1;1;1
20801;428297;6404357;1;1;1
20820;428304;6523745;1;1;1
20810;428304;6523745;1;1;1
20801;428327;6253292;1;1;1
20820;428340;6250791;1;1;1
20810;428340;6250791;1;1;1
20801;428409;6338085;0;1;0
20810;428410;6338086;1;1;0
20815;428411;6338086;0;1;0
20801;428426;6591446;1;1;0
20815;428437;6231808;0;1;1
20801;428438;6434745;0;1;1
20810;428441;6591445;1;1;0
20801;428452;6319681;1;0;0
20820;428458;6425243;1;1;1
20801;428459;6247604;1;1;0
20815;428466;6425233;0;1;1
20801;428470;6711498;0;1;1
20801;428478;6231878;0;1;0
20820;428479;6231880;1;1;0
20810;428479;6231880;0;1;0
20820;428566;6410386;1;1;1
20801;428576;6410387;1;1;1
20810;428640;6697158;1;1;0
20815;428641;6697159;0;1;1
20820;428647;6697151;1;1;1
20810;428677;6252669;1;1;1
20820;428683;6252664;1;1;1
20801;428718;6912245;1;1;0
20801;428732;6520737;1;1;1
20801;428737;6638256;1;1;1
20801;428740;6720588;0;1;0
20820;428754;6252006;1;1;1
20810;428765;6251988;1;1;1
20801;428769;6367191;0;1;0
20815;428770;6367192;0;1;0
20810;428770;6367192;1;1;0
20815;428771;6252010;0;1;0
20810;428774;6638259;1;1;0
20801;428779;6252014;1;1;1
20801;428781;6312473;1;1;0
20801;428790;6544884;1;1;1
20801;428795;6720548;0;0;0
20801;428830;6287785;1;1;0
20820;428831;6287786;1;1;0
20810;428831;6287786;1;1;0
20815;428831;6287787;0;1;0
20801;428842;6326378;1;1;0
20801;428866;6714078;1;1;1
20801;428895;6694090;1;1;1
20820;428950;6293311;1;1;1
20810;428950;6293311;1;1;1
20815;428951;6293311;0;1;0
20801;428954;6250786;1;1;1
20810;428956;6251164;1;1;1
20801;428958;6782210;1;1;0
20820;428962;6251164;1;1;1
20820;428976;6263632;1;1;1
20820;428998;6714330;1;1;1
20815;428998;6714331;0;1;1
20810;429008;6263601;1;1;1
20810;429012;6787219;1;1;0
20801;429013;6263585;1;1;1
20810;429014;6857399;1;1;1
20820;429021;6857401;1;1;1
20810;429101;6714329;1;1;1
20801;429148;6455104;1;1;1
20801;429193;6714940;1;1;1
20801;429212;6248958;1;1;0
20820;429213;6248960;1;1;1
20801;429214;6505461;1;1;1
20810;429217;6248963;1;1;1
20810;429219;6719486;1;1;1
20820;429223;6869410;1;1;1
20810;429223;6869410;1;1;1
20820;429251;6442691;1;1;0
20815;429276;6442616;0;1;1
20810;429313;6915484;1;1;1
20801;429315;6442085;1;1;0
20820;429317;6915497;1;1;1
20820;429340;6423163;1;1;1
20820;429341;6915183;1;1;0
20815;429342;6423156;0;1;1
20815;429342;6915183;0;1;1
20801;429434;6250825;0;0;0
20820;429437;6716720;1;1;1
20810;429440;6713708;0;1;0
20815;429443;6713698;0;1;0
20801;429443;6713698;1;1;0
20801;429473;6430158;1;1;1
20815;429542;6717181;0;1;1
20801;429586;6914623;1;1;0
20801;429603;6717168;1;1;1
20820;429639;6419963;1;1;1
20801;429642;6259325;1;1;1
20820;429643;6259328;1;1;1
20815;429643;6419962;0;1;1
20810;429644;6259330;1;1;1
20810;429645;6419951;1;1;1
20815;429668;6259325;0;1;1
20801;429683;6439150;0;1;1
20810;429693;6717300;1;1;1
20810;429698;6454732;1;1;0
20820;429779;6725431;1;1;1
20810;429779;6725431;1;1;1
20820;429801;6921936;1;1;0
20810;429801;6921936;1;1;0
20815;429802;6921936;0;1;1
20801;429809;6807386;1;1;0
20820;429959;6392742;1;1;0
20801;429972;6392704;1;1;1
20801;429990;6250965;1;1;1
20815;430030;6252056;0;1;1
20810;430042;6393111;1;1;1
20810;430047;6252275;1;1;1
20801;430049;6916155;1;1;1
20820;430051;6252305;1;1;1
20815;430057;6916160;0;1;1
20801;430062;6437533;0;1;1
20801;430065;6420284;1;1;0
20801;430138;6714676;1;1;1
20801;430146;6253070;1;1;1
20820;430150;6714676;1;1;1
20810;430157;6714675;1;1;1
20815;430159;6714674;0;1;1
20820;430265;6440444;1;0;0
20820;430265;6440444;1;1;0
20801;430324;6440193;1;1;1
20801;430324;6440193;0;1;1
20820;430325;6518482;1;1;1
20810;430325;6518482;1;1;1
20801;430423;6246370;0;0;1
20801;430425;6425728;1;1;1
20810;430527;6440533;1;1;0
20801;430530;6416134;1;1;0
20820;430531;6416135;1;1;1
20815;430534;6416127;0;1;1
20810;430534;6466813;1;1;1
20820;430541;6466801;1;1;1
20820;430561;6230110;1;1;1
20801;430572;6914958;0;1;0
20810;430577;6230105;1;1;0
20810;430580;6416230;1;1;1
20820;430624;6602039;1;1;0
20801;430624;6602039;1;1;0
20810;430624;6602039;1;1;0
20815;430625;6602039;0;1;0
20801;430666;6779797;0;1;1
20810;430683;6716170;1;1;1
20801;430697;6716142;1;1;0
20801;430705;6408790;1;1;0
20820;430713;6873795;1;1;0
20810;430713;6873795;1;1;0
20815;430714;6873795;0;1;0
20801;430715;6873796;1;1;0
20801;430745;6406821;1;1;0
20820;430745;6408790;1;1;1
20820;430752;6251950;1;1;1
20815;430886;6715395;0;1;1
20801;430886;6715400;1;1;0
20801;430904;6828167;1;1;0
20801;430925;6868338;1;1;0
20810;430978;6712081;1;1;0
20801;430978;6712082;1;1;0
20820;431002;6807412;1;1;1
20820;431007;6327816;1;1;1
20810;431007;6327816;1;1;1
20820;431007;6799489;1;1;1
20810;431007;6799489;1;1;1
20820;431010;6710517;1;1;1
20810;431012;6807399;1;1;1
20810;431015;6710532;1;1;1
20810;431026;6730145;1;1;0
20815;431026;6730146;0;1;0
20820;431027;6730147;1;1;0
20801;431027;6730149;1;1;0
20820;431050;6473882;1;1;1
20810;431050;6473882;1;1;1
20801;431071;6717277;0;1;1
20810;431073;6583579;0;1;0
20801;431095;6786374;1;1;0
20820;431145;6268070;1;1;1
20810;431145;6268070;1;1;1
20801;431165;6708364;1;1;1
20810;431170;6252306;1;1;0
20815;431180;6711387;0;1;1
20801;431219;6806845;1;1;0
20810;431230;6444199;1;1;0
20810;431234;6406564;1;1;1
20815;431237;6817171;0;1;0
20820;431259;6817196;1;1;1
20810;431262;6817196;1;1;1
20801;431264;6817192;1;1;1
20820;431284;6716465;1;0;0
20815;431289;6585438;0;1;0
20801;431295;6714158;1;1;1
20820;431312;6712627;1;1;1
20815;431340;6807582;0;1;1
20815;431347;6712693;0;1;1
20801;431367;6252577;0;0;0
20810;431370;6421970;1;1;1
20801;431373;6711504;1;1;1
20820;431378;6421952;1;1;1
20815;431401;6421956;0;1;1
20801;431434;6712793;1;1;1
20820;431439;6702544;1;1;1
20810;431439;6702544;1;1;1
20801;431440;6702555;1;1;0
20810;431452;6714307;1;1;1
20801;431453;6857490;1;1;0
20815;431455;6714318;0;1;1
20810;431475;6914794;1;1;1
20820;431478;6914790;1;1;1
20801;431484;6585350;1;1;1
20820;431518;6714150;1;1;1
20815;431530;6914802;0;1;1
20815;431552;6588499;0;1;1
20820;431557;6596688;1;1;1
20815;431557;6596689;0;1;1
20810;431567;6596675;1;1;1
20801;431582;6914791;1;1;1
20810;431622;6715839;1;1;1
20801;431627;6715834;1;1;1
20801;431632;6588627;1;1;1
20820;431666;6714948;1;1;1
20801;431671;6714934;1;1;1
20801;431679;6583971;1;1;0
20801;431694;6423942;1;1;1
20810;431780;6713078;1;1;0
20801;431803;6443658;0;1;1
20820;431820;6831886;1;0;0
20801;431895;6252245;1;1;1
20820;431897;6378809;1;1;0
20820;431899;6248044;1;1;1
20810;431904;6248044;1;1;1
20810;431918;6714358;1;1;1
20801;431926;6714363;1;1;0
20810;431932;6378822;1;1;0
20801;431935;6378827;1;1;1
20820;431957;6528707;1;1;1
20810;431957;6528707;1;1;1
20815;431958;6713502;0;1;1
20810;431958;6838580;1;1;1
20820;431958;6838606;1;1;1
20801;431959;6713493;1;1;1
20815;431959;6838581;0;1;0
20815;431962;6528710;0;1;1
20820;431963;6713501;1;1;1
20801;431966;6569884;1;1;1
20810;431970;6569893;1;1;1
20820;431971;6569894;1;1;1
20810;431989;6712325;1;1;1
20815;431990;6712323;0;1;1
20801;431990;6712329;1;1;1
20820;432005;6713025;1;1;1
20820;432007;6587109;1;1;1
20820;432021;6589824;1;1;1
20810;432021;6589827;1;1;1
20810;432024;6713877;1;1;1
20801;432035;6644374;1;1;0
20810;432038;6587094;1;1;1
20801;432038;6587095;1;1;1
20810;432055;6644381;1;1;1
20820;432064;6644376;1;1;1
20820;432102;6715049;1;0;0
20820;432102;6715049;1;0;0
20801;432140;6806467;1;1;1
20820;432150;6585399;1;1;1
20810;432156;6585407;1;1;1
20801;432163;6713183;0;0;0
20810;432177;6216820;1;1;0
20815;432178;6216821;0;1;0
20801;432195;6216828;0;1;0
20801;432235;6328090;1;0;0
20801;432254;6720391;1;1;0
20810;432273;6448764;1;1;0
20810;432282;6452810;1;1;0
20801;432292;6478043;1;1;1
20820;432300;6715818;1;1;1
20801;432314;6712850;1;1;1
20820;432315;6911323;1;1;1
20815;432315;6911324;0;1;1
20810;432315;6911325;1;1;1
20815;432318;6711268;0;1;1
20815;432344;6712875;0;1;1
20801;432346;6715787;0;1;1
20815;432358;6715776;0;1;1
20801;432366;6585758;1;1;1
20801;432369;6714009;1;1;0
20815;432440;6713976;0;1;1
20820;432441;6805266;1;1;1
20810;432444;6805269;1;1;1
20801;432445;6805265;1;1;1
20820;432460;6713647;1;0;0
20810;432516;6736250;1;1;0
20801;432546;6844279;1;1;0
20820;432553;6714061;1;0;1
20801;432556;6713740;0;1;1
20810;432572;6713583;1;1;1
20820;432581;6713803;1;1;1
20801;432586;6711909;0;1;1
20810;432594;6713813;1;1;1
20801;432594;6714101;1;1;0
20801;432599;6470790;1;1;1
20810;432607;6711877;1;1;1
20801;432618;6838425;1;1;1
20820;432629;6713566;1;0;0
20810;432668;6415535;1;1;0
20810;432676;6516992;1;1;0
20815;432686;6714533;0;1;1
